seed,model,margin,epoch,train_loss,val_loss,val_default_acc,val_best_acc,val_best_threshold,test_acc_at_val_threshold,wall_time_sec
123,Contrastive,1.0,1,0.2348758816719055,0.20672935566731862,0.6568181818181819,0.6840909123420715,0.4583796262741089,0.69,28.74982976913452
123,Contrastive,1.0,2,0.1905799613757567,0.18526664056948253,0.7159090909090909,0.7295454740524292,0.5715625882148743,0.746,46.10804486274719
123,Contrastive,1.0,3,0.1729412780566649,0.18075455831629889,0.7136363636363636,0.7431818246841431,0.5477160215377808,0.746,64.90724229812622
123,Contrastive,1.0,4,0.1512514206496152,0.17477662222726004,0.759090909090909,0.7636363506317139,0.48476850986480713,0.739,82.21824979782104
123,Contrastive,1.0,5,0.12470448531887748,0.16451867456947053,0.775,0.7840909361839294,0.5680878162384033,0.737,99.84997916221619
123,Contrastive,1.0,6,0.10074325881221077,0.16533065693719046,0.7772727272727272,0.7863636612892151,0.5710928440093994,0.745,117.55594253540039
123,Contrastive,1.0,7,0.07712833427570083,0.162519565650395,0.775,0.7818182110786438,0.5352910757064819,0.741,139.89748406410217
123,Contrastive,1.0,8,0.057985981011932544,0.1704694022025381,0.7795454545454545,0.7840909361839294,0.5529314279556274,0.724,159.45897006988525
123,Contrastive,1.0,9,0.04093497900122946,0.16606271852340018,0.759090909090909,0.7863636612892151,0.5682258605957031,0.731,176.41836738586426
123,Contrastive,1.0,10,0.028099334612488747,0.16621863629136766,0.775,0.7886363863945007,0.5523896813392639,0.72,193.98530769348145
123,Contrastive,1.0,11,0.017787441035563296,0.1652635367853301,0.7681818181818182,0.8068181872367859,0.6079727411270142,0.729,211.2866668701172
123,Contrastive,1.0,12,0.01363190303302624,0.16577548906207085,0.7659090909090909,0.8022727370262146,0.5964386463165283,0.738,228.6350953578949
123,Contrastive,1.0,13,0.010539368658580564,0.1654754557779857,0.7772727272727272,0.7909091114997864,0.550632894039154,0.722,245.62502264976501
123,Contrastive,1.0,14,0.009261730262501672,0.16225473582744598,0.775,0.7863636612892151,0.5977141857147217,0.737,262.7222032546997
123,Contrastive,1.0,15,0.008024780443784865,0.1664661094546318,0.7704545454545455,0.793181836605072,0.667124330997467,0.738,279.8325517177582
123,Contrastive,1.0,16,0.0071599817072803325,0.16614252594964846,0.7681818181818182,0.7909091114997864,0.5516588687896729,0.728,297.12704396247864
